record_ID,sku_id,day,month,year,cost,predicted_demand
214600,216233,23,7,2025,125.4,19
214623,216233,23,7,2025,128.9625,25
214646,216233,23,7,2025,129.675,25
214666,216233,23,7,2025,139.65,61
214694,216233,23,7,2025,141.075,59
214717,216233,23,7,2025,127.5375,30
214741,216233,23,7,2025,130.3875,22
214772,216233,23,7,2025,141.075,45
214791,216233,23,7,2025,131.1,27
214814,216233,23,7,2025,140.3625,72
214839,216233,23,7,2025,128.25,30
214859,216233,23,7,2025,133.95,39
214881,216233,23,7,2025,141.7875,50
214899,216233,23,7,2025,134.6625,27
214919,216233,23,7,2025,131.1,36
214944,216233,23,7,2025,127.5375,31
214965,216233,23,7,2025,140.3625,57
214991,216233,23,7,2025,126.825,38
215012,216233,23,7,2025,131.8125,33
215034,216233,23,7,2025,128.9625,37
215056,216233,23,7,2025,131.8125,32
215080,216233,23,7,2025,141.075,53
215097,216233,23,7,2025,141.075,52
215117,216233,23,7,2025,141.075,65
215137,216233,23,7,2025,129.675,33
215175,216233,23,7,2025,132.525,35
215198,216233,23,7,2025,129.675,28
215216,216233,23,7,2025,132.525,39
215237,216233,23,7,2025,128.9625,38
215259,216233,23,7,2025,133.95,56
215283,216233,23,7,2025,130.3875,32
215304,216233,23,7,2025,129.675,34
215325,216233,23,7,2025,129.675,40
215347,216233,23,7,2025,140.3625,52
215367,216233,23,7,2025,140.3625,45
215388,216233,23,7,2025,139.65,64
215413,216233,23,7,2025,141.7875,66
215440,216233,23,7,2025,128.25,27
215459,216233,23,7,2025,129.675,21
215477,216233,23,7,2025,141.7875,41
215491,216233,23,7,2025,140.3625,46
215514,216233,23,7,2025,141.075,63
215534,216233,23,7,2025,140.3625,75
215556,216233,23,7,2025,129.675,25
215577,216233,23,7,2025,131.1,22
215598,216233,23,7,2025,126.1125,30
215619,216233,23,7,2025,138.9375,61
215646,216233,23,7,2025,141.075,60
215664,216233,23,7,2025,141.7875,61
215686,216233,23,7,2025,141.075,89
215711,216233,23,7,2025,131.1,29
215734,216233,23,7,2025,128.25,25
215753,216233,23,7,2025,128.25,28
215771,216233,23,7,2025,128.25,32
215792,216233,23,7,2025,139.65,63
215816,216233,23,7,2025,140.3625,50
215834,216233,23,7,2025,141.7875,55
215853,216233,23,7,2025,126.1125,36
215878,216233,23,7,2025,141.075,53
215903,216233,23,7,2025,133.2375,33
215924,216233,30,7,2025,133.95,39
215943,216233,30,7,2025,133.2375,68
215968,216233,30,7,2025,131.8125,30
215992,216233,30,7,2025,134.6625,33
216019,216233,30,7,2025,139.65,51
216043,216233,30,7,2025,140.3625,57
216068,216233,30,7,2025,141.075,69
216092,216233,30,7,2025,116.85,25
216113,216233,30,7,2025,114.7125,15
216136,216233,30,7,2025,128.9625,33
216160,216233,30,7,2025,128.9625,32
216178,216233,30,7,2025,128.25,29
216196,216233,30,7,2025,140.3625,49
216218,216233,30,7,2025,140.3625,40
216236,216233,30,7,2025,114.0,12
216259,216233,30,7,2025,128.9625,24
216282,216233,30,7,2025,129.675,31
216302,216233,30,7,2025,139.65,50
216330,216233,30,7,2025,141.075,49
216353,216233,30,7,2025,127.5375,22
216377,216233,30,7,2025,130.3875,24
216408,216233,30,7,2025,141.075,43
216427,216233,30,7,2025,131.1,24
216451,216233,30,7,2025,140.3625,70
216476,216233,30,7,2025,128.25,28
216496,216233,30,7,2025,133.95,36
216518,216233,30,7,2025,141.7875,47
216536,216233,30,7,2025,134.6625,26
216556,216233,30,7,2025,131.1,32
216581,216233,30,7,2025,127.5375,29
216602,216233,30,7,2025,140.3625,54
216628,216233,30,7,2025,126.825,34
216649,216233,30,7,2025,131.8125,30
216671,216233,30,7,2025,128.9625,35
216693,216233,30,7,2025,131.8125,29
216717,216233,30,7,2025,141.075,51
216734,216233,30,7,2025,141.075,50
216754,216233,30,7,2025,141.075,62
216774,216233,30,7,2025,129.675,31
216813,216233,30,7,2025,132.525,34
216836,216233,30,7,2025,129.675,25
216854,216233,30,7,2025,132.525,37
216875,216233,30,7,2025,128.9625,35
216897,216233,30,7,2025,133.95,52
216919,216233,30,7,2025,130.3875,29
216940,216233,30,7,2025,129.675,31
216961,216233,30,7,2025,129.675,37
216983,216233,30,7,2025,140.3625,49
217003,216233,30,7,2025,140.3625,44
217024,216233,30,7,2025,139.65,60
217049,216233,30,7,2025,141.7875,64
217076,216233,30,7,2025,128.25,27
217095,216233,30,7,2025,129.675,19
217113,216233,30,7,2025,141.7875,40
217127,216233,30,7,2025,140.3625,44
217150,216233,30,7,2025,141.075,60
217171,216233,30,7,2025,140.3625,74
217193,216233,30,7,2025,116.85,24
217213,216233,30,7,2025,131.1,14
217234,216233,30,7,2025,116.1375,35
217255,216233,30,7,2025,138.9375,41
217282,216233,30,7,2025,141.075,55
217300,216233,30,7,2025,141.7875,39
217322,216233,30,7,2025,141.075,68
217347,216233,30,7,2025,131.1,29
217370,216233,30,7,2025,128.25,24
217389,216233,30,7,2025,128.25,25
217408,216233,30,7,2025,128.25,29
217429,216233,30,7,2025,139.65,57
217453,216233,30,7,2025,140.3625,47
217471,216233,30,7,2025,141.7875,53
217490,216233,30,7,2025,126.1125,33
217515,216233,30,7,2025,141.075,51
217540,216233,30,7,2025,133.2375,33
217561,216233,6,8,2025,133.95,39
217580,216233,6,8,2025,133.2375,72
217605,216233,6,8,2025,131.8125,28
217629,216233,6,8,2025,134.6625,37
217656,216233,6,8,2025,139.65,56
217681,216233,6,8,2025,140.3625,59
217706,216233,6,8,2025,141.075,75
217730,216233,6,8,2025,117.5625,27
217751,216233,6,8,2025,113.2875,25
217773,216233,6,8,2025,117.5625,39
217797,216233,6,8,2025,128.9625,25
217815,216233,6,8,2025,128.25,36
217834,216233,6,8,2025,140.3625,48
217856,216233,6,8,2025,140.3625,50
217874,216233,6,8,2025,113.2875,26
217897,216233,6,8,2025,128.9625,37
217921,216233,6,8,2025,129.675,33
217941,216233,6,8,2025,139.65,58
217969,216233,6,8,2025,141.075,49
217992,216233,6,8,2025,127.5375,27
218016,216233,6,8,2025,130.3875,28
218047,216233,6,8,2025,141.075,47
218066,216233,6,8,2025,131.1,26
218090,216233,6,8,2025,140.3625,74
218115,216233,6,8,2025,115.425,29
218135,216233,6,8,2025,133.95,52
218157,216233,6,8,2025,141.7875,59
218175,216233,6,8,2025,134.6625,36
218195,216233,6,8,2025,131.1,47
218220,216233,6,8,2025,127.5375,33
218240,216233,6,8,2025,140.3625,59
218266,216233,6,8,2025,115.425,41
218287,216233,6,8,2025,131.8125,41
218309,216233,6,8,2025,128.9625,46
218331,216233,6,8,2025,131.8125,30
218355,216233,6,8,2025,141.075,52
218372,216233,6,8,2025,141.075,50
218392,216233,6,8,2025,141.075,64
218412,216233,6,8,2025,129.675,34
218451,216233,6,8,2025,132.525,31
218474,216233,6,8,2025,129.675,28
218492,216233,6,8,2025,132.525,38
218513,216233,6,8,2025,128.9625,38
218535,216233,6,8,2025,133.95,55
218559,216233,6,8,2025,130.3875,31
218580,216233,6,8,2025,129.675,34
218601,216233,6,8,2025,129.675,41
218623,216233,6,8,2025,140.3625,53
218643,216233,6,8,2025,140.3625,48
218664,216233,6,8,2025,139.65,65
218689,216233,6,8,2025,141.7875,65
218716,216233,6,8,2025,128.25,29
218735,216233,6,8,2025,129.675,21
218753,216233,6,8,2025,141.7875,41
218767,216233,6,8,2025,140.3625,45
218790,216233,6,8,2025,141.075,65
218811,216233,6,8,2025,140.3625,75
218833,216233,6,8,2025,115.425,24
218852,216233,6,8,2025,131.1,20
218874,216233,6,8,2025,114.7125,38
218895,216233,6,8,2025,138.9375,49
218922,216233,6,8,2025,141.075,55
218940,216233,6,8,2025,141.7875,47
218962,216233,6,8,2025,141.075,68
218987,216233,6,8,2025,131.1,30
219010,216233,6,8,2025,117.5625,26
219029,216233,6,8,2025,128.25,34
219048,216233,6,8,2025,128.25,33
219069,216233,6,8,2025,139.65,56
219093,216233,6,8,2025,140.3625,46
219111,216233,6,8,2025,141.7875,52
219130,216233,6,8,2025,116.85,30
219155,216233,6,8,2025,141.075,53
219180,216233,6,8,2025,133.2375,51
219201,216233,13,8,2025,134.6625,47
219219,216233,13,8,2025,133.95,73
219244,216233,13,8,2025,131.8125,34
219268,216233,13,8,2025,134.6625,39
219295,216233,13,8,2025,139.65,66
219320,216233,13,8,2025,140.3625,62
219345,216233,13,8,2025,140.3625,78
219369,216233,13,8,2025,115.425,29
219390,216233,13,8,2025,111.8625,23
219411,216233,13,8,2025,116.85,32
219435,216233,13,8,2025,128.9625,28
219453,216233,13,8,2025,128.25,56
219472,216233,13,8,2025,141.7875,55
219494,216233,13,8,2025,141.075,61
219512,216233,13,8,2025,118.9875,33
219535,216233,13,8,2025,128.9625,40
219559,216233,13,8,2025,120.4125,33
219578,216233,13,8,2025,141.7875,48
219605,216233,13,8,2025,141.075,61
219628,216233,13,8,2025,116.85,27
219652,216233,13,8,2025,130.3875,39
219683,216233,13,8,2025,141.075,65
219702,216233,13,8,2025,131.1,33
219726,216233,13,8,2025,140.3625,78
219751,216233,13,8,2025,109.0125,33
219771,216233,13,8,2025,133.95,66
219792,216233,13,8,2025,140.3625,69
219810,216233,13,8,2025,134.6625,43
219830,216233,13,8,2025,131.1,61
219855,216233,13,8,2025,116.85,37
219876,216233,13,8,2025,140.3625,55
219902,216233,13,8,2025,112.575,37
219923,216233,13,8,2025,131.8125,47
219945,216233,13,8,2025,128.9625,46
219967,216233,13,8,2025,131.8125,34
219991,216233,13,8,2025,141.075,63
220008,216233,13,8,2025,139.65,48
220028,216233,13,8,2025,141.075,54
220048,216233,13,8,2025,129.675,38
220086,216233,13,8,2025,132.525,37
220108,216233,13,8,2025,129.675,31
220126,216233,13,8,2025,132.525,41
220146,216233,13,8,2025,128.9625,42
220168,216233,13,8,2025,133.95,62
220192,216233,13,8,2025,130.3875,34
220213,216233,13,8,2025,129.675,38
220234,216233,13,8,2025,129.675,44
220256,216233,13,8,2025,141.075,59
220275,216233,13,8,2025,138.9375,51
220296,216233,13,8,2025,139.65,68
220321,216233,13,8,2025,139.65,79
220348,216233,13,8,2025,128.25,29
220367,216233,13,8,2025,116.85,21
220385,216233,13,8,2025,131.8125,45
220399,216233,13,8,2025,140.3625,71
220422,216233,13,8,2025,141.7875,61
220441,216233,13,8,2025,140.3625,70
220463,216233,13,8,2025,114.0,27
220484,216233,13,8,2025,131.1,24
220506,216233,13,8,2025,115.425,39
220527,216233,13,8,2025,140.3625,58
220554,216233,13,8,2025,139.65,68
220572,216233,13,8,2025,139.65,54
220594,216233,13,8,2025,140.3625,68
220619,216233,13,8,2025,131.1,31
220642,216233,13,8,2025,116.85,26
220661,216233,13,8,2025,128.25,36
220680,216233,13,8,2025,128.25,34
220701,216233,13,8,2025,138.9375,60
220725,216233,13,8,2025,142.5,46
220743,216233,13,8,2025,141.7875,57
220762,216233,13,8,2025,116.85,37
220787,216233,13,8,2025,140.3625,54
220812,216233,13,8,2025,133.2375,55
220832,216233,20,8,2025,126.825,13
220851,216233,20,8,2025,129.675,24
220876,216233,20,8,2025,131.8125,25
220900,216233,20,8,2025,134.6625,24
220927,216233,20,8,2025,136.0875,52
220952,216233,20,8,2025,137.5125,45
220976,216233,20,8,2025,137.5125,49
221000,216233,20,8,2025,114.7125,17
221021,216233,20,8,2025,111.15,15
221044,216233,20,8,2025,117.5625,17
221068,216233,20,8,2025,128.9625,19
221086,216233,20,8,2025,128.25,39
221105,216233,20,8,2025,138.9375,39
221127,216233,20,8,2025,139.65,33
221145,216233,20,8,2025,111.8625,25
221167,216233,20,8,2025,128.9625,20
221191,216233,20,8,2025,117.5625,16
221211,216233,20,8,2025,137.5125,34
221238,216233,20,8,2025,138.225,43
221261,216233,20,8,2025,109.0125,17
221285,216233,20,8,2025,130.3875,33
221316,216233,20,8,2025,138.225,40
221335,216233,20,8,2025,118.275,17
221359,216233,20,8,2025,141.075,66
221384,216233,20,8,2025,116.85,19
221404,216233,20,8,2025,132.525,36
221426,216233,20,8,2025,141.075,63
221444,216233,20,8,2025,134.6625,22
221464,216233,20,8,2025,131.1,29
221489,216233,20,8,2025,111.8625,23
221510,216233,20,8,2025,138.225,37
221536,216233,20,8,2025,112.575,19
221557,216233,20,8,2025,131.8125,36
221579,216233,20,8,2025,128.9625,35
221601,216233,20,8,2025,131.8125,24
221625,216233,20,8,2025,136.8,46
221642,216233,20,8,2025,133.95,34
221662,216233,20,8,2025,141.075,54
221682,216233,20,8,2025,129.675,25
221721,216233,20,8,2025,132.525,26
221744,216233,20,8,2025,129.675,22
221762,216233,20,8,2025,132.525,27
221782,216233,20,8,2025,128.9625,26
221804,216233,20,8,2025,133.2375,40
221828,216233,20,8,2025,130.3875,22
221849,216233,20,8,2025,129.675,22
221870,216233,20,8,2025,129.675,31
221892,216233,20,8,2025,139.65,41
221912,216233,20,8,2025,141.7875,30
221933,216233,20,8,2025,141.075,58
221956,216233,20,8,2025,141.075,69
221983,216233,20,8,2025,128.25,13
222002,216233,20,8,2025,111.15,5
222020,216233,20,8,2025,141.7875,35
222034,216233,20,8,2025,140.3625,53
222057,216233,20,8,2025,133.95,51
222078,216233,20,8,2025,137.5125,66
222100,216233,20,8,2025,109.725,11
222121,216233,20,8,2025,131.1,29
222143,216233,20,8,2025,111.8625,30
222164,216233,20,8,2025,141.075,40
222191,216233,20,8,2025,141.7875,54
222209,216233,20,8,2025,139.65,44
222231,216233,20,8,2025,138.225,56
222256,216233,20,8,2025,131.1,15
222279,216233,20,8,2025,116.1375,12
222298,216233,20,8,2025,116.1375,20
222317,216233,20,8,2025,128.25,17
222338,216233,20,8,2025,138.9375,55
222362,216233,20,8,2025,140.3625,43
222380,216233,20,8,2025,141.075,51
222399,216233,20,8,2025,114.7125,13
222424,216233,20,8,2025,132.525,26
222449,216233,20,8,2025,133.2375,60
222470,216233,27,8,2025,133.95,49
222488,216233,27,8,2025,131.1,75
222513,216233,27,8,2025,131.8125,36
222537,216233,27,8,2025,134.6625,38
222564,216233,27,8,2025,137.5125,52
222589,216233,27,8,2025,138.9375,56
222614,216233,27,8,2025,138.9375,62
222638,216233,27,8,2025,106.1625,34
222659,216233,27,8,2025,111.8625,36
222682,216233,27,8,2025,116.1375,25
222706,216233,27,8,2025,117.5625,36
222724,216233,27,8,2025,128.25,49
222743,216233,27,8,2025,136.8,58
222765,216233,27,8,2025,140.3625,43
222783,216233,27,8,2025,113.2875,26
222806,216233,27,8,2025,128.9625,32
222830,216233,27,8,2025,111.15,29
222850,216233,27,8,2025,135.375,34
222878,216233,27,8,2025,141.075,59
222901,216233,27,8,2025,113.2875,31
222925,216233,27,8,2025,130.3875,53
222956,216233,27,8,2025,141.075,57
222975,216233,27,8,2025,109.0125,23
222999,216233,27,8,2025,138.225,65
223024,216233,27,8,2025,111.15,39
223044,216233,27,8,2025,131.1,37
223066,216233,27,8,2025,141.075,60
223084,216233,27,8,2025,134.6625,36
223104,216233,27,8,2025,131.1,71
223129,216233,27,8,2025,115.425,34
223150,216233,27,8,2025,138.9375,54
223176,216233,27,8,2025,110.4375,33
223197,216233,27,8,2025,131.8125,49
223219,216233,27,8,2025,128.9625,45
223240,216233,27,8,2025,131.8125,31
223264,216233,27,8,2025,139.65,54
223281,216233,27,8,2025,141.075,40
223301,216233,27,8,2025,134.6625,44
223321,216233,27,8,2025,129.675,31
223360,216233,27,8,2025,132.525,38
223383,216233,27,8,2025,129.675,33
223401,216233,27,8,2025,132.525,43
223422,216233,27,8,2025,128.9625,38
223444,216233,27,8,2025,131.8125,38
223468,216233,27,8,2025,130.3875,36
223489,216233,27,8,2025,129.675,37
223510,216233,27,8,2025,129.675,41
223532,216233,27,8,2025,127.5375,40
223551,216233,27,8,2025,140.3625,53
223572,216233,27,8,2025,138.9375,42
223597,216233,27,8,2025,140.3625,60
223624,216233,27,8,2025,128.25,35
223643,216233,27,8,2025,117.5625,18
223661,216233,27,8,2025,141.7875,40
223675,216233,27,8,2025,140.3625,63
223698,216233,27,8,2025,140.3625,62
223719,216233,27,8,2025,141.075,86
223741,216233,27,8,2025,116.85,24
223762,216233,27,8,2025,131.1,18
223784,216233,27,8,2025,111.15,42
223805,216233,27,8,2025,141.075,47
223832,216233,27,8,2025,136.8,72
223850,216233,27,8,2025,139.65,53
223872,216233,27,8,2025,141.075,60
223896,216233,27,8,2025,131.1,23
223919,216233,27,8,2025,117.5625,22
223938,216233,27,8,2025,109.725,34
223957,216233,27,8,2025,128.25,34
223978,216233,27,8,2025,134.6625,57
224002,216233,27,8,2025,138.9375,43
224020,216233,27,8,2025,141.075,75
224039,216233,27,8,2025,116.85,33
224064,216233,27,8,2025,141.7875,39
224089,216233,27,8,2025,133.2375,52
224110,216233,3,9,2025,131.1,26
224129,216233,3,9,2025,132.525,62
224154,216233,3,9,2025,131.8125,28
224178,216233,3,9,2025,131.8125,39
224204,216233,3,9,2025,136.8,57
224229,216233,3,9,2025,140.3625,49
224254,216233,3,9,2025,140.3625,64
224278,216233,3,9,2025,131.8125,29
224299,216233,3,9,2025,130.3875,17
224321,216233,3,9,2025,126.1125,27
224345,216233,3,9,2025,129.675,30
224363,216233,3,9,2025,131.8125,36
224382,216233,3,9,2025,141.075,49
224404,216233,3,9,2025,139.65,52
224422,216233,3,9,2025,128.25,19
224445,216233,3,9,2025,124.6875,19
224469,216233,3,9,2025,128.25,27
224489,216233,3,9,2025,138.225,40
224517,216233,3,9,2025,139.65,49
224540,216233,3,9,2025,130.3875,30
224564,216233,3,9,2025,121.125,30
224594,216233,3,9,2025,141.7875,33
224612,216233,3,9,2025,133.2375,25
224635,216233,3,9,2025,138.225,55
224660,216233,3,9,2025,131.1,43
224680,216233,3,9,2025,132.525,34
224701,216233,3,9,2025,140.3625,47
224719,216233,3,9,2025,132.525,30
224737,216233,3,9,2025,126.825,30
224762,216233,3,9,2025,130.3875,27
224783,216233,3,9,2025,139.65,50
224808,216233,3,9,2025,118.275,32
224828,216233,3,9,2025,128.9625,35
224850,216233,3,9,2025,124.6875,35
224871,216233,3,9,2025,132.525,29
224895,216233,3,9,2025,131.8125,35
224912,216233,3,9,2025,136.0875,51
224932,216233,3,9,2025,134.6625,45
224952,216233,3,9,2025,124.6875,27
224991,216233,3,9,2025,123.975,24
225013,216233,3,9,2025,129.675,25
225031,216233,3,9,2025,128.9625,27
225052,216233,3,9,2025,128.25,29
225074,216233,3,9,2025,133.95,53
225098,216233,3,9,2025,132.525,40
225119,216233,3,9,2025,128.25,36
225139,216233,3,9,2025,126.825,33
225161,216233,3,9,2025,136.8,36
225181,216233,3,9,2025,140.3625,31
225202,216233,3,9,2025,141.075,62
225227,216233,3,9,2025,139.65,71
225254,216233,3,9,2025,128.9625,21
225273,216233,3,9,2025,123.2625,14
225291,216233,3,9,2025,141.7875,37
225304,216233,3,9,2025,137.5125,30
225327,216233,3,9,2025,133.2375,55
225348,216233,3,9,2025,141.075,67
225370,216233,3,9,2025,128.25,24
225391,216233,3,9,2025,131.1,17
225413,216233,3,9,2025,128.25,35
225434,216233,3,9,2025,140.3625,60
225461,216233,3,9,2025,133.95,53
225479,216233,3,9,2025,138.225,57
225501,216233,3,9,2025,141.075,60
225525,216233,3,9,2025,129.675,29
225548,216233,3,9,2025,128.25,23
225567,216233,3,9,2025,130.3875,27
225586,216233,3,9,2025,128.9625,29
225607,216233,3,9,2025,136.0875,48
225631,216233,3,9,2025,140.3625,51
225649,216233,3,9,2025,136.8,46
225668,216233,3,9,2025,125.4,21
225693,216233,3,9,2025,136.8,41
225718,216233,3,9,2025,133.2375,26
225739,216233,10,9,2025,134.6625,38
225758,216233,10,9,2025,131.8125,57
225783,216233,10,9,2025,129.675,27
225807,216233,10,9,2025,132.525,49
225834,216233,10,9,2025,138.225,60
225859,216233,10,9,2025,139.65,60
225883,216233,10,9,2025,138.225,62
225907,216233,10,9,2025,131.1,34
225928,216233,10,9,2025,126.1125,28
225951,216233,10,9,2025,130.3875,26
225974,216233,10,9,2025,129.675,29
225992,216233,10,9,2025,127.5375,38
226011,216233,10,9,2025,140.3625,55
226033,216233,10,9,2025,139.65,43
226051,216233,10,9,2025,128.9625,20
226074,216233,10,9,2025,129.675,29
226098,216233,10,9,2025,131.8125,32
226118,216233,10,9,2025,139.65,58
226146,216233,10,9,2025,138.225,62
226169,216233,10,9,2025,129.675,33
226193,216233,10,9,2025,125.4,27
226224,216233,10,9,2025,139.65,55
226243,216233,10,9,2025,129.675,29
226267,216233,10,9,2025,139.65,71
226292,216233,10,9,2025,130.3875,33
226312,216233,10,9,2025,133.2375,49
226333,216233,10,9,2025,138.9375,57
226351,216233,10,9,2025,131.1,27
226371,216233,10,9,2025,128.9625,37
226396,216233,10,9,2025,125.4,29
226417,216233,10,9,2025,141.7875,49
226443,216233,10,9,2025,126.1125,38
226464,216233,10,9,2025,128.9625,27
226486,216233,10,9,2025,128.25,35
226508,216233,10,9,2025,132.525,39
226532,216233,10,9,2025,141.7875,47
226549,216233,10,9,2025,141.075,60
226568,216233,10,9,2025,141.075,72
226588,216233,10,9,2025,121.8375,30
226627,216233,10,9,2025,132.525,33
226650,216233,10,9,2025,131.1,26
226668,216233,10,9,2025,130.3875,29
226688,216233,10,9,2025,129.675,40
226710,216233,10,9,2025,131.1,42
226734,216233,10,9,2025,128.25,40
226755,216233,10,9,2025,125.4,39
226776,216233,10,9,2025,129.675,33
226796,216233,10,9,2025,141.075,57
226815,216233,10,9,2025,139.65,46
226836,216233,10,9,2025,140.3625,60
226861,216233,10,9,2025,141.075,82
226886,216233,10,9,2025,127.5375,25
226905,216233,10,9,2025,128.9625,14
226923,216233,10,9,2025,141.7875,35
226937,216233,10,9,2025,140.3625,47
226960,216233,10,9,2025,137.5125,61
226981,216233,10,9,2025,138.9375,68
227002,216233,10,9,2025,131.1,28
227023,216233,10,9,2025,131.8125,25
227045,216233,10,9,2025,128.9625,29
227065,216233,10,9,2025,141.075,63
227092,216233,10,9,2025,141.7875,53
227110,216233,10,9,2025,139.65,64
227132,216233,10,9,2025,140.3625,81
227157,216233,10,9,2025,131.1,29
227180,216233,10,9,2025,129.675,21
227199,216233,10,9,2025,118.275,35
227218,216233,10,9,2025,128.25,24
227239,216233,10,9,2025,138.9375,51
227263,216233,10,9,2025,141.7875,46
227281,216233,10,9,2025,141.7875,67
227300,216233,10,9,2025,123.2625,33
227325,216233,10,9,2025,140.3625,55
227350,216233,10,9,2025,132.525,31
227371,216233,17,9,2025,133.2375,42
227390,216233,17,9,2025,133.2375,72
227415,216233,17,9,2025,128.9625,30
227439,216233,17,9,2025,133.95,54
227466,216233,17,9,2025,140.3625,62
227491,216233,17,9,2025,141.7875,55
227516,216233,17,9,2025,140.3625,78
227540,216233,17,9,2025,127.5375,35
227560,216233,17,9,2025,128.25,21
227583,216233,17,9,2025,129.675,32
227607,216233,17,9,2025,128.25,36
227625,216233,17,9,2025,128.9625,34
227644,216233,17,9,2025,141.075,54
227666,216233,17,9,2025,141.7875,46
227684,216233,17,9,2025,128.9625,25
227707,216233,17,9,2025,126.825,29
227731,216233,17,9,2025,129.675,26
227751,216233,17,9,2025,138.9375,62
227779,216233,17,9,2025,140.3625,62
227802,216233,17,9,2025,127.5375,35
227826,216233,17,9,2025,126.825,29
227857,216233,17,9,2025,138.9375,49
227876,216233,17,9,2025,128.25,28
227900,216233,17,9,2025,139.65,68
227925,216233,17,9,2025,128.9625,34
227945,216233,17,9,2025,133.2375,46
227967,216233,17,9,2025,141.7875,56
227985,216233,17,9,2025,131.1,25
228005,216233,17,9,2025,130.3875,41
228030,216233,17,9,2025,128.25,37
228051,216233,17,9,2025,141.075,64
228077,216233,17,9,2025,123.975,41
228097,216233,17,9,2025,123.975,31
228118,216233,17,9,2025,131.1,35
228140,216233,17,9,2025,131.1,33
228164,216233,17,9,2025,140.3625,61
228181,216233,17,9,2025,133.95,61
228201,216233,17,9,2025,140.3625,62
228220,216233,17,9,2025,129.675,37
228259,216233,17,9,2025,130.3875,27
228282,216233,17,9,2025,126.825,38
228300,216233,17,9,2025,131.1,29
228321,216233,17,9,2025,130.3875,44
228343,216233,17,9,2025,132.525,62
228367,216233,17,9,2025,131.1,39
228388,216233,17,9,2025,124.6875,43
228409,216233,17,9,2025,126.1125,41
228431,216233,17,9,2025,141.075,45
228451,216233,17,9,2025,141.075,48
228472,216233,17,9,2025,135.375,56
228497,216233,17,9,2025,140.3625,73
228524,216233,17,9,2025,130.3875,30
228543,216233,17,9,2025,128.9625,25
228561,216233,17,9,2025,141.7875,48
228575,216233,17,9,2025,141.075,50
228598,216233,17,9,2025,141.075,65
